rank,ticker,sector,industry,avg_vol_30d,price,rs_score,rs_delta,rs_delta_momentum,pct_from_52w_high,pct_from_52w_low,range_position,price_vs_sma10,price_vs_sma20,price_vs_sma50,price_vs_sma200,percentile,pct_1m,pct_3m,pct_6m,pct_12m,elite_rs,elite_1m,elite_3m,elite_6m,elite_12m,elite_count,date
137,SCCO,Industrials,Electrical Equipment & Parts,41610,2260.0,136.59,22.27,21.4,-16.0,10.9,34.2,-4.4,-5.5,-4.2,-4.4,70,89,83,74,59,,,,,,0,2026-06-08
138,MTMH,Healthcare,Medical Care Facilities,25403,990.0,136.36,31.62,31.37,-29.5,17.2,25.9,-0.4,-1.5,-0.4,-10.0,70,93,81,66,59,,,,,,0,2026-06-08
139,TCID,Consumer Defensive,Household & Personal Products,88646,2700.0,136.3,10.61,-3.08,-33.8,20.5,25.0,-3.4,-4.6,-4.1,-8.2,70,85,82,67,56,,,,,,0,2026-06-08
140,GDYR,Consumer Cyclical,Auto Parts,112830,1090.0,136.13,26.51,22.9,-25.9,23.2,35.0,0.3,0.5,-1.2,-2.1,70,90,90,79,41,,,,,,0,2026-06-08
141,KEJU,Consumer Defensive,Packaged Foods,430276,595.0,136.07,34.69,27.91,-26.6,21.3,32.6,1.1,4.2,8.8,-1.6,69,97,92,62,50,,,,,,0,2026-06-08
142,SKBM,Consumer Defensive,Packaged Foods,1588800,498.0,135.94,-33.47,-25.57,-58.8,50.0,18.9,-4.0,-12.2,-20.6,-9.9,69,45,26,83,67,,,,,,0,2026-06-08
143,LRNA,Industrials,Railroads,945906,177.0,135.76,17.48,20.17,-48.5,36.2,22.0,-6.3,-8.7,-11.2,-12.9,69,72,59,81,69,,,,,,0,2026-06-08
144,MSTI,Technology,Information Technology Services,1367580,1234.0,134.99,26.24,24.16,-19.1,4.9,16.5,-2.4,-2.9,-3.6,-6.8,69,88,88,77,53,,,,,,0,2026-06-08
145,NICK,Real Estate,Real Estate Services,5643,1045.0,134.77,18.35,25.6,-33.0,48.2,39.8,-3.8,-6.9,-12.3,-15.9,68,71,69,67,78,,,,,,0,2026-06-08
146,BNGA,Financial Services,Banks - Regional,6150030,1550.0,134.76,16.7,12.26,-10.7,2.9,19.1,-3.5,-5.3,-6.4,-4.3,68,79,83,80,50,,,,,,0,2026-06-08
147,ESSA,Basic Materials,Chemicals,123145033,585.0,134.7,-37.07,-83.49,-39.1,4.5,6.2,-12.0,-18.7,-24.0,-13.3,68,15,84,65,54,,,,,,0,2026-06-08
148,LPPF,Consumer Cyclical,Department Stores,3472983,1500.0,134.56,15.03,20.67,-12.8,10.7,39.7,-5.0,-6.4,-7.8,-1.8,68,83,79,82,37,,,,,,0,2026-06-08
149,ATIC,Technology,Information Technology Services,112663,494.0,134.39,13.5,-4.93,-39.8,31.4,26.6,-0.2,-1.8,-5.3,-10.2,68,77,62,48,66,,,,,,0,2026-06-08
150,VERN,Communication Services,Entertainment,5001236,113.0,133.93,0.23,-45.23,-35.8,29.9,29.2,-5.7,-11.5,-12.9,-9.4,67,55,89,77,58,,,,,,0,2026-06-08
151,ISAT,Communication Services,Telecom Services,14665466,1880.0,133.75,16.48,12.08,-20.1,19.9,39.7,-10.5,-12.5,-8.0,-7.1,67,93,78,79,60,,,,,,0,2026-06-08
152,IPCC,Industrials,Integrated Freight & Logistics,1214326,1090.0,133.62,-10.89,-21.55,-22.7,23.3,39.2,-8.4,-11.0,-14.1,-11.0,67,57,71,75,62,,,,,,0,2026-06-08
153,AALI,Consumer Defensive,Farm Products,3156356,6375.0,133.42,-3.01,-17.31,-24.8,17.9,31.5,-2.6,-8.8,-14.5,-12.8,67,53,78,66,63,,,,,,0,2026-06-08
154,SMAR,Consumer Defensive,Farm Products,184073,4190.0,133.41,-27.71,-64.34,-35.3,30.9,30.2,-9.3,-17.3,-19.2,-16.4,67,26,58,69,67,,,,,,0,2026-06-08
155,CMNP,Industrials,Infrastructure Operations,694893,1330.0,133.32,14.74,5.88,-31.8,7.3,12.7,-4.7,-7.6,-10.0,-5.7,66,66,84,75,45,,,,,,0,2026-06-08
156,TSPC,Industrials,Conglomerates,1240073,2380.0,132.35,21.66,19.59,-21.5,14.0,31.0,-0.5,-1.4,-2.0,-6.8,66,87,76,59,53,,,,,,0,2026-06-08
157,ARII,Energy,Thermal Coal,522590,264.0,132.23,18.66,5.09,-22.4,6.5,17.4,-2.1,-5.3,-5.8,-6.9,66,84,81,78,43,,,,,,0,2026-06-08
158,SIMP,Consumer Defensive,Packaged Foods,30257766,520.0,132.21,-40.42,-69.0,-41.6,28.3,23.6,-6.2,-11.5,-23.5,-17.1,66,17,76,60,72,,,,,,0,2026-06-08
159,PSGO,Consumer Defensive,Farm Products,596086,184.0,132.13,20.73,21.94,-30.7,15.8,23.6,-0.5,-2.3,-4.2,-9.5,65,85,78,70,58,,,,,,0,2026-06-08
160,DLTA,Consumer Defensive,Beverages - Brewers,55280,1885.0,131.93,21.13,13.5,-11.5,0.0,0.0,-2.9,-3.8,-4.4,-5.7,65,86,86,71,43,,,,,,0,2026-06-08
161,AIMS,Energy,Thermal Coal,565910,342.0,131.93,11.78,43.33,-58.3,21.3,11.2,-11.2,-15.2,-19.8,-16.9,65,40,62,67,65,,,,,,0,2026-06-08
162,OILS,Consumer Defensive,Packaged Foods,9151870,145.0,131.79,-76.6,-67.32,-53.5,51.0,22.7,-20.7,-29.7,-41.8,-33.0,65,5,45,43,80,,,,,,0,2026-06-08
163,GTBO,Energy,Thermal Coal,237913,185.0,131.49,8.41,0.4,-40.3,42.3,30.6,-3.0,-6.6,-12.4,-17.5,65,61,40,72,75,,,,,,0,2026-06-08
164,ASBI,Financial Services,Insurance - Diversified,44186,410.0,131.34,24.4,14.59,-29.9,4.1,8.4,0.6,0.8,-0.5,-7.4,64,90,85,64,49,,,,,,0,2026-06-08
165,STAA,Consumer Defensive,Farm Products,4941626,905.0,131.04,2.16,9.57,-48.3,29.8,19.7,-1.6,-10.2,-18.1,-21.3,64,43,73,39,70,,,,,,0,2026-06-08
166,RALS,Consumer Cyclical,Department Stores,8059670,364.0,130.93,5.62,3.79,-22.7,6.6,17.5,-4.7,-7.5,-7.6,-5.7,64,78,67,77,52,,,,,,0,2026-06-08
167,BMSR,Basic Materials,Chemicals,46043,268.0,130.4,4.81,-9.11,-23.0,13.6,28.6,-8.2,-11.6,-16.1,-13.2,64,53,65,69,57,,,,,,0,2026-06-08
168,LSIP,Consumer Defensive,Farm Products,15330603,1150.0,129.83,-28.58,-48.6,-35.6,3.1,5.2,-8.5,-15.2,-22.5,-14.1,63,23,86,62,51,,,,,,0,2026-06-08
169,KOBX,Industrials,Farm & Heavy Construction Machinery,25139750,148.0,129.55,2.35,-37.63,-39.8,12.1,14.0,-7.0,-11.4,-10.6,-11.4,63,46,77,62,46,,,,,,0,2026-06-08
170,IFII,Basic Materials,Lumber & Wood Production,191736,214.0,129.07,29.7,35.02,-26.7,0.0,0.0,-4.6,-4.4,-4.4,-7.2,63,87,79,72,41,,,,,,0,2026-06-08
171,INAI,Basic Materials,Aluminum,634676,159.0,129.03,7.74,15.47,-45.5,8.2,8.3,-4.7,-7.9,-12.9,-8.4,63,69,54,84,52,,,,,,0,2026-06-08
172,MPOW,Utilities,Utilities - Independent Power Producers,63374100,108.0,128.86,19.62,-3.45,-34.5,20.0,24.0,-5.3,-12.2,-3.4,-6.2,63,88,90,76,24,,,,,,0,2026-06-08
173,PGAS,Utilities,Utilities - Regulated Gas,27821086,1520.0,128.71,4.08,2.17,-33.1,7.2,11.9,-9.8,-10.4,-11.7,-12.3,62,67,54,76,61,,,,,,0,2026-06-08
174,DSNG,Consumer Defensive,Farm Products,12935943,1125.0,128.34,-44.53,-54.92,-42.3,52.6,32.0,-6.2,-17.1,-28.0,-28.5,62,14,66,42,79,,,,,,0,2026-06-08
175,GPSO,Technology,Scientific & Technical Instruments,16535426,414.0,128.33,56.48,52.59,-68.8,64.3,15.1,-14.5,-13.7,5.4,-25.8,62,98,75,24,60,,top2,,,,1,2026-06-08
176,LOPI,Industrials,Integrated Freight & Logistics,3888850,66.0,128.2,-77.94,-122.3,-66.3,94.1,19.8,-26.6,-35.4,-39.6,-42.8,62,6,7,53,85,,,,,,0,2026-06-08
177,SILO,Healthcare,Medical Care Facilities,353046,2260.0,127.89,4.19,7.78,-21.5,22.5,40.1,-3.7,-3.7,-9.8,-6.0,62,76,72,71,44,,,,,,0,2026-06-08
178,MKPI,Real Estate,Real Estate Services,35996,21825.0,127.59,25.31,27.27,-17.3,0.9,4.2,-0.3,-0.1,-2.5,-8.8,61,91,84,71,42,,,,,,0,2026-06-08
179,PORT,Industrials,Marine Shipping,27470,885.0,127.53,33.57,38.04,-45.7,6.6,6.9,-1.4,-2.5,-1.3,-14.0,61,92,81,52,54,,,,,,0,2026-06-08
180,CSIS,Real Estate,Real Estate - Development,3809536,134.0,127.52,-21.29,-30.43,-74.3,123.3,16.1,-7.4,-13.2,-18.9,-42.2,61,47,21,4,86,,,,,,0,2026-06-08
181,BBTN,Financial Services,Banks - Regional,24304663,1140.0,127.0,-15.62,-36.1,-23.5,5.6,14.6,-11.0,-12.5,-13.6,-9.4,61,57,72,77,50,,,,,,0,2026-06-08
182,GLVA,Technology,Electronics & Computer Distribution,36540,320.0,126.59,19.58,14.77,-30.7,4.6,9.0,-4.2,-5.8,-5.5,-11.2,60,82,80,45,51,,,,,,0,2026-06-08
183,PADI,Financial Services,Capital Markets,547780656,68.0,126.58,-58.95,-34.83,-65.8,119.4,22.0,-18.1,-28.1,-34.9,-36.6,60,15,15,76,83,,,,,,0,2026-06-08
184,PGLI,Consumer Cyclical,Lodging,1347926,177.0,126.47,-11.64,-27.35,-67.2,55.3,14.8,-1.9,-11.2,-16.3,-30.6,60,39,63,12,75,,,,,,0,2026-06-08
185,SMSM,Consumer Cyclical,Auto Parts,1862033,1625.0,126.24,8.69,-0.21,-16.7,0.0,0.0,-4.3,-7.6,-8.1,-8.2,60,72,82,70,39,,,,,,0,2026-06-08
186,MEDC,Energy,Oil & Gas E&P,71762900,1205.0,126.1,-28.3,-11.95,-39.6,12.5,14.5,-4.6,-14.1,-24.0,-16.5,60,24,45,74,62,,,,,,0,2026-06-08
187,ULTJ,Consumer Defensive,Beverages - Non-Alcoholic,4339856,1290.0,125.75,-8.54,-23.38,-24.1,2.0,5.7,-15.0,-17.2,-17.3,-11.8,59,45,60,73,47,,,,,,0,2026-06-08
188,CYBR,Technology,Software - Infrastructure,24140853,550.0,125.7,7.65,32.21,-40.9,22.2,20.8,-6.5,-10.0,-14.4,-17.6,59,71,52,59,55,,,,,,0,2026-06-08
189,KBLM,Industrials,Electrical Equipment & Parts,110913,290.0,125.62,12.91,14.31,-37.8,5.4,7.8,-2.9,-6.9,-9.1,-15.8,59,72,75,56,53,,,,,,0,2026-06-08
190,VOKS,Industrials,Electrical Equipment & Parts,310470,195.0,125.55,27.33,13.79,-47.9,5.4,5.3,-5.4,-8.7,-10.6,-21.3,59,78,80,44,46,,,,,,0,2026-06-08
191,HEXA,Industrials,Industrial Distribution,180136,4220.0,125.19,16.61,13.24,-25.6,1.2,3.3,-3.4,-4.4,-5.0,-9.0,58,86,85,72,38,,,,,,0,2026-06-08
192,CSAP,Industrials,Industrial Distribution,33493,268.0,125.18,23.09,18.24,-30.2,17.7,25.8,0.3,-2.2,-5.3,-11.9,58,83,79,58,35,,,,,,0,2026-06-08
193,KMDS,Consumer Defensive,Food Distribution,175510,530.0,125.02,17.11,16.53,-23.5,5.2,13.7,0.9,0.5,-3.0,-11.2,58,84,78,60,47,,,,,,0,2026-06-08
194,SAME,Healthcare,Medical Care Facilities,864630,290.0,124.86,1.46,-5.78,-32.2,17.9,24.2,-6.5,-9.8,-13.0,-14.1,58,66,65,74,51,,,,,,0,2026-06-08
195,DEWA,Energy,Thermal Coal,577898170,262.0,124.48,-115.62,-149.11,-67.9,72.4,16.6,-18.8,-31.4,-42.6,-39.8,58,4,7,33,85,,,,,,0,2026-06-08
196,CINT,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1126116,164.0,124.46,-16.07,-33.52,-32.8,9.3,14.9,-4.4,-9.4,-16.6,-12.6,57,42,64,69,40,,,,,,0,2026-06-08
197,RELI,Financial Services,Capital Markets,77350,462.0,124.14,16.51,5.99,-47.5,6.9,6.7,-4.8,-6.9,-7.0,-18.8,57,85,83,45,54,,,,,,0,2026-06-08
198,DKFT,Basic Materials,Other Industrial Metals & Mining,12334976,570.0,123.52,-60.12,-87.38,-42.4,64.7,34.8,-16.4,-19.1,-22.8,-24.7,57,27,40,36,81,,,,,,0,2026-06-08
199,INOV,Industrials,Waste Management,18057370,108.0,122.73,-36.26,-53.29,-56.1,30.1,15.3,-11.8,-17.5,-20.1,-16.6,57,19,26,57,65,,,,,,0,2026-06-08
200,TLKM,Communication Services,Telecom Services,137153656,2760.0,122.39,14.37,16.62,-29.9,10.7,18.4,-6.8,-7.4,-8.4,-15.6,57,88,64,53,62,,,,,,0,2026-06-08
201,BALI,Communication Services,Telecom Services,4016,1165.0,122.21,22.87,8.62,-46.3,4.0,4.3,-4.0,-5.4,-8.2,-14.1,56,81,55,78,48,,,,,,0,2026-06-08
202,RANC,Consumer Defensive,Grocery Stores,65403,505.0,121.95,18.78,37.56,-55.1,25.0,14.0,-3.3,-4.9,-9.0,-28.6,56,75,49,12,66,,,,,,0,2026-06-08
203,PTSP,Consumer Cyclical,Restaurants,90516,855.0,121.82,8.98,0.96,-40.6,3.6,4.9,-4.1,-4.8,-5.7,-12.3,56,79,71,52,53,,,,,,0,2026-06-08
204,BRPT,Basic Materials,Chemicals,372056710,1480.0,121.49,-4.04,-46.89,-65.4,59.1,16.4,-10.2,-18.4,-20.3,-43.9,56,44,51,8,86,,,,,,0,2026-06-08
205,BMRI,Financial Services,Banks - Regional,217997420,3840.0,121.26,14.65,17.8,-22.2,5.3,15.0,-6.0,-7.3,-8.6,-10.6,55,86,68,70,38,,,,,,0,2026-06-08
206,SICO,Energy,Oil & Gas Equipment & Services,5371080,101.0,121.16,2.15,9.58,-31.6,3.8,7.4,-6.8,-10.9,-16.9,-18.9,55,59,61,53,52,,,,,,0,2026-06-08
207,BLES,Basic Materials,Building Materials,1902640,135.0,121.12,16.81,-6.9,-29.7,12.5,20.8,-4.1,-8.6,-11.5,-14.1,55,61,83,65,26,,,,,,0,2026-06-08
208,RAJA,Utilities,Utilities - Regulated Gas,26766066,2940.0,121.08,-19.76,-48.87,-63.7,38.5,13.7,-11.6,-19.9,-27.0,-33.4,55,29,31,29,78,,,,,,0,2026-06-08
209,BFIN,Financial Services,Credit Services,33604176,625.0,121.0,-3.59,-28.03,-27.3,0.0,0.0,-6.1,-11.0,-12.3,-11.2,55,54,75,73,33,,,,,,0,2026-06-08
210,CSRA,Consumer Defensive,Farm Products,487626,710.0,120.82,-1.11,7.44,-34.0,16.3,21.4,-11.9,-16.0,-20.1,-20.4,54,44,46,58,60,,,,,,0,2026-06-08
211,ASII,Industrials,Conglomerates,61159073,4570.0,120.58,1.42,11.68,-35.1,10.2,14.6,-9.2,-16.0,-20.2,-21.8,54,54,51,48,58,,,,,,0,2026-06-08
212,PICO,Consumer Cyclical,Packaging & Containers,364720,130.0,120.58,13.67,-4.88,-63.5,3.2,1.7,-5.6,-10.6,-13.2,-33.4,54,60,57,19,67,,,,,,0,2026-06-08
213,NISP,Financial Services,Banks - Regional,5146613,1170.0,120.29,8.99,16.44,-23.4,0.0,0.0,-7.8,-9.8,-12.8,-13.6,54,71,63,68,42,,,,,,0,2026-06-08
214,CEKA,Consumer Defensive,Packaged Foods,48620,2100.0,120.23,12.82,8.27,-29.2,0.0,0.0,-7.4,-9.4,-9.1,-14.2,53,74,78,62,34,,,,,,0,2026-06-08
215,CMRY,Consumer Defensive,Packaged Foods,3260773,4270.0,120.18,12.62,0.69,-30.7,1.0,2.2,-5.2,-7.0,-5.4,-13.7,53,81,70,43,51,,,,,,0,2026-06-08
216,INKP,Basic Materials,Paper & Paper Products,8273430,6700.0,120.12,-34.67,-33.46,-44.2,24.7,20.0,-11.4,-17.5,-26.6,-22.2,53,30,41,69,65,,,,,,0,2026-06-08
217,ZYRX,Technology,Computer Hardware,561736,120.0,120.01,2.57,-2.75,-34.2,8.3,12.9,-9.1,-10.8,-13.5,-18.6,53,58,71,59,59,,,,,,0,2026-06-08
218,SRTG,Financial Services,Asset Management,6453393,1375.0,119.86,-0.24,-5.26,-27.7,1.2,3.0,-8.7,-10.0,-14.4,-14.6,53,54,65,73,44,,,,,,0,2026-06-08
219,PIPA,Industrials,Building Products & Equipment,70973756,110.0,119.45,-123.08,-137.51,-82.4,103.7,9.8,-6.9,-13.1,-15.4,-49.6,52,51,27,7,81,,,,,,0,2026-06-08
220,ANTM,Basic Materials,Gold,167351336,2750.0,119.31,-37.92,-51.02,-42.2,5.7,6.9,-5.2,-12.3,-22.2,-20.5,52,34,36,71,57,,,,,,0,2026-06-08
221,GOLD,Communication Services,Telecom Services,128893,240.0,119.0,10.32,9.53,-38.5,0.8,1.3,-8.8,-11.4,-13.8,-18.6,52,62,58,54,45,,,,,,0,2026-06-08
222,PNSE,Consumer Cyclical,Resorts & Casinos,43316,525.0,118.97,9.39,7.94,-45.8,42.0,25.9,-0.6,-7.4,-13.9,-26.5,52,62,50,47,74,,,,,,0,2026-06-08
223,UNTR,Basic Materials,Other Industrial Metals & Mining,4386196,21250.0,118.76,-19.09,-20.56,-32.3,7.7,13.0,-7.9,-14.0,-23.8,-21.0,52,32,48,55,55,,,,,,0,2026-06-08
224,GTRA,Industrials,Integrated Freight & Logistics,685883,184.0,118.67,-29.2,-32.42,-56.6,44.6,19.1,-7.0,-12.4,-21.4,-30.5,51,36,15,21,75,,,,,,0,2026-06-08
225,PTIS,Industrials,Marine Shipping,43160,280.0,118.62,16.52,9.54,-39.1,17.6,18.9,-6.0,-6.8,-7.3,-20.5,51,77,87,38,39,,,,,,0,2026-06-08
226,INDF,Consumer Defensive,Packaged Foods,8935306,6050.0,118.61,13.31,-3.37,-29.0,2.5,5.7,-8.6,-9.9,-9.8,-13.5,51,72,83,64,28,,,,,,0,2026-06-08
227,DOSS,Consumer Cyclical,Specialty Retail,1298776,134.0,118.49,15.61,-2.07,-51.1,6.3,5.4,2.4,-2.6,-9.2,-20.9,51,76,59,61,32,,,,,,0,2026-06-08
228,APEX,Energy,Oil & Gas Drilling,21878680,123.0,118.25,-51.3,-69.05,-59.0,35.2,15.3,-10.1,-17.9,-31.0,-32.3,50,10,21,66,69,,,,,,0,2026-06-08
229,BDKR,Industrials,Engineering & Construction,16801396,130.0,117.86,-6.43,-31.01,-31.6,0.0,0.0,-8.3,-12.1,-15.8,-20.4,50,38,61,47,53,,,,,,0,2026-06-08
230,BIRD,Industrials,Railroads,1698293,1465.0,117.57,9.86,9.01,-26.8,0.0,0.0,-5.0,-5.5,-8.4,-14.8,50,73,73,62,35,,,,,,0,2026-06-08
231,LEAD,Industrials,Marine Shipping,18553703,83.0,117.56,-41.88,-36.8,-63.6,18.6,8.2,-15.5,-22.6,-34.5,-29.4,50,9,10,87,49,,,,,,0,2026-06-08
232,CITY,Real Estate,Real Estate - Development,2882386,125.0,117.49,-67.28,-146.94,-72.9,50.6,11.1,-19.6,-26.9,-32.0,-36.7,50,11,17,38,72,,,,,,0,2026-06-08
233,KEEN,Utilities,Utilities - Independent Power Producers,8837070,790.0,117.41,4.52,4.68,-38.5,1.9,2.9,-6.8,-9.2,-10.6,-18.3,49,57,52,48,45,,,,,,0,2026-06-08
234,ERTX,Consumer Cyclical,Apparel Manufacturing,1616770,122.0,116.41,-38.05,-33.13,-64.1,27.1,10.7,-19.5,-28.2,-37.2,-35.4,49,12,8,42,74,,,,,,0,2026-06-08
235,SHID,Consumer Cyclical,Lodging,9086,695.0,116.36,22.02,17.27,-44.4,6.1,6.7,-2.5,-4.5,-6.0,-18.0,49,83,70,56,43,,,,,,0,2026-06-08
236,BUMI,Energy,Thermal Coal,3335380223,139.0,116.34,-49.54,-55.84,-70.0,29.9,9.0,-14.2,-23.4,-34.9,-36.7,49,13,11,31,69,,,,,,0,2026-06-08
237,BOLA,Communication Services,Entertainment,1224720,124.0,116.16,-26.26,-39.1,-45.1,37.8,25.0,-18.0,-21.9,-24.4,-29.9,48,31,47,46,72,,,,,,0,2026-06-08
238,MAPA,Consumer Cyclical,Specialty Retail,22246173,570.0,116.06,4.93,-8.74,-28.3,9.6,18.2,-5.2,-6.6,-9.7,-12.5,48,77,73,53,29,,,,,,0,2026-06-08
239,SMDR,Industrials,Marine Shipping,10865946,268.0,115.86,-13.14,-17.03,-40.2,0.0,0.0,-9.9,-12.7,-19.5,-22.0,48,40,40,68,57,,,,,,0,2026-06-08
240,IPAC,Real Estate,Real Estate Services,169800,137.0,115.84,25.02,44.54,-67.2,14.2,5.7,0.8,-3.2,-9.9,-27.2,48,75,51,29,52,,,,,,0,2026-06-08
241,MOLI,Basic Materials,Chemicals,8626270,206.0,115.65,-5.46,-24.93,-48.5,10.2,8.9,-5.5,-13.7,-18.1,-23.3,48,37,61,26,45,,,,,,0,2026-06-08
242,SCNP,Technology,Consumer Electronics,1364560,142.0,115.38,5.24,20.26,-38.3,0.7,1.1,-3.7,-7.8,-14.3,-17.9,47,65,53,71,41,,,,,,0,2026-06-08
243,NSSS,Consumer Defensive,Farm Products,12847153,414.0,114.91,-73.69,-18.78,-81.0,53.1,7.5,-9.1,-28.4,-44.5,-44.1,47,2,2,57,80,,,,,,0,2026-06-08
244,LPCK,Real Estate,Real Estate - Development,371213,496.0,114.63,-10.28,-11.11,-49.4,15.3,12.0,-2.9,-9.2,-17.9,-22.1,47,52,33,64,48,,,,,,0,2026-06-08
245,GPRA,Real Estate,Real Estate - Development,33381463,100.0,114.55,0.48,-21.64,-42.5,4.2,5.1,-2.2,-4.7,-7.9,-20.3,47,62,74,50,43,,,,,,0,2026-06-08
246,MBAP,Energy,Thermal Coal,92833,1350.0,114.04,2.75,15.49,-32.0,0.0,0.0,-9.9,-13.1,-19.3,-18.0,47,57,70,63,24,,,,,,0,2026-06-08
247,TRIS,Consumer Cyclical,Apparel Manufacturing,853960,147.0,113.91,3.67,-0.32,-43.7,0.0,0.0,-11.1,-14.4,-15.2,-18.6,46,56,48,55,47,,,,,,0,2026-06-08
248,MBMA,Basic Materials,Other Precious Metals & Mining,203172990,434.0,113.68,-36.76,-25.27,-52.0,23.3,14.8,-7.0,-14.3,-30.7,-28.9,46,17,16,39,70,,,,,,0,2026-06-08
249,VINS,Financial Services,Insurance - Property & Casualty,311853,120.0,113.57,-20.01,-31.82,-53.8,9.1,6.7,-15.8,-19.5,-24.6,-25.4,46,31,30,54,54,,,,,,0,2026-06-08
250,MNCN,Communication Services,Advertising Agencies,28528393,202.0,113.48,6.4,-12.52,-35.3,0.0,0.0,-2.1,-4.1,-12.2,-19.8,46,49,75,48,26,,,,,,0,2026-06-08
251,JSMR,Industrials,Infrastructure Operations,3203170,2810.0,113.32,18.79,19.17,-27.2,1.4,3.7,-1.4,-1.1,-3.9,-13.5,45,86,63,64,26,,,,,,0,2026-06-08
252,LAPD,,,102079166,57.0,112.94,-124.69,-201.42,-83.8,159.1,10.6,-13.9,-22.1,-27.6,-60.6,45,6,13,3,90,,,,,,0,2026-06-08
253,AGAR,Consumer Defensive,Farm Products,301983,206.0,112.92,7.3,-7.7,-41.8,2.0,2.6,-7.0,-10.4,-11.2,-16.0,45,64,53,66,30,,,,,,0,2026-06-08
254,BRMS,Basic Materials,Other Industrial Metals & Mining,261370166,510.0,112.85,-34.31,-43.1,-61.1,41.7,15.8,-11.9,-21.4,-31.8,-40.9,45,16,12,20,73,,,,,,0,2026-06-08
255,BBNI,Financial Services,Banks - Regional,44808960,3210.0,112.83,3.84,-0.25,-24.7,0.0,0.0,-12.9,-14.7,-14.9,-18.3,45,65,60,56,33,,,,,,0,2026-06-08
256,DCII,Real Estate,Real Estate Services,900,180250.0,112.71,9.44,27.13,-49.9,21.8,15.2,-5.7,-8.0,-9.5,-25.7,44,78,72,40,61,,,,,,0,2026-06-08
257,BNLI,Financial Services,Banks - Regional,63670,2770.0,112.47,18.2,13.36,-53.2,29.0,16.5,-8.6,-11.6,-10.9,-32.6,44,74,45,22,64,,,,,,0,2026-06-08
258,SCMA,Communication Services,Broadcasting,38171860,193.0,112.46,-6.22,-14.33,-54.5,45.4,20.7,-7.9,-11.7,-20.0,-33.9,44,55,39,28,63,,,,,,0,2026-06-08
259,SKRN,Industrials,Rental & Leasing Services,209340,364.0,112.29,-7.24,-17.35,-62.3,0.0,0.0,-9.7,-14.1,-16.9,-27.1,44,50,64,23,36,,,,,,0,2026-06-08
260,PALM,Financial Services,Asset Management,819196,308.0,112.07,10.06,15.36,-31.2,0.0,0.0,-6.9,-10.8,-13.7,-19.2,43,68,57,58,29,,,,,,0,2026-06-08
261,MAYA,Financial Services,Banks - Regional,1306106,171.0,111.94,7.67,-8.11,-47.5,0.0,0.0,-7.3,-9.1,-11.6,-24.5,43,65,56,38,37,,,,,,0,2026-06-08
262,IRRA,Healthcare,Medical Distribution,7108613,336.0,111.61,9.34,4.39,-36.6,0.0,0.0,-9.4,-14.9,-14.6,-19.9,43,68,67,50,30,,,,,,0,2026-06-08
263,DIVA,Technology,Software - Application,37378293,103.0,111.34,-28.0,-66.58,-54.8,0.0,0.0,-18.4,-26.6,-30.3,-34.5,43,18,48,21,52,,,,,,0,2026-06-08
264,SMIL,Industrials,Rental & Leasing Services,11697826,260.0,110.97,22.87,13.89,-65.3,37.1,12.6,-1.6,-5.5,-2.9,-34.0,43,79,74,21,55,,,,,,0,2026-06-08
265,GZCO,Consumer Defensive,Farm Products,25232113,123.0,110.71,-49.24,-75.58,-68.8,50.0,13.1,-15.5,-24.3,-36.3,-45.7,42,4,23,11,71,,,,,,0,2026-06-08
266,CPIN,Consumer Defensive,Farm Products,8697500,3380.0,110.45,10.63,4.63,-32.3,1.1,2.1,-15.1,-14.7,-15.8,-20.7,42,69,69,46,25,,,,,,0,2026-06-08
267,UNVR,Consumer Defensive,Household & Personal Products,28577860,1570.0,110.39,9.34,26.11,-43.3,19.0,17.3,-7.5,-9.7,-11.4,-23.7,42,94,46,34,44,,,,,,0,2026-06-08
268,BMTR,Communication Services,Entertainment,55823793,111.0,110.32,-22.08,-57.03,-42.5,0.0,0.0,-10.5,-15.9,-24.9,-23.6,42,17,61,51,29,,,,,,0,2026-06-08
269,PTSN,Technology,Electronic Components,579630,240.0,109.98,-7.02,-9.85,-52.9,17.6,11.8,-9.3,-14.2,-19.9,-34.2,42,52,28,31,64,,,,,,0,2026-06-08
270,PNIN,Financial Services,Insurance - Life,719656,670.0,109.97,8.55,2.44,-33.7,0.0,0.0,-10.9,-12.8,-13.4,-16.8,41,66,71,59,21,,,,,,0,2026-06-08
271,YUPI,Consumer Defensive,Confectioners,18023,1230.0,109.57,11.53,,-40.7,0.0,0.0,-11.1,-14.7,-16.9,-21.7,41,59,62,51,30,,,,,,0,2026-06-08
272,ABMM,Energy,Thermal Coal,1344200,2240.0,109.51,-5.18,-3.15,-27.4,0.0,0.0,-5.7,-11.6,-19.4,-19.9,41,47,66,49,25,,,,,,0,2026-06-08
273,ARTA,Consumer Cyclical,Lodging,15036,2100.0,109.4,0.55,13.07,-46.0,13.2,12.0,-9.6,-11.3,-20.3,-28.6,41,48,59,32,58,,,,,,0,2026-06-08
274,BVIC,Financial Services,Banks - Regional,1675060,81.0,109.24,-1.85,-1.82,-50.3,1.2,1.2,-15.3,-17.7,-21.7,-27.3,40,46,35,48,49,,,,,,0,2026-06-08
